timestamp,pos_x,pos_y,pos_z,q_x,q_y,q_z,q_w
1751119035.9027047,-0.3750781352238878,0.13366735515805087,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119035.9225025,-0.37507813522388855,0.13366735515805178,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119035.9429445,-0.3750781352238903,0.13366735515805359,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119035.9662247,-0.37507813522389427,0.13366735515805725,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119035.9844313,-0.3750781352238976,0.13366735515806016,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.007156,-0.3750781352238876,0.13366735515805117,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.0272005,-0.37507813522389444,0.13366735515805744,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.0477066,-0.3750781352238996,0.13366735515806213,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.0661206,-0.37507813522389805,0.13366735515806064,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.08563,-0.3750781352238986,0.13366735515806114,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.1067617,-0.3750781352239091,0.13366735515807082,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.1245198,-0.37507813522391276,0.13366735515807446,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.1462119,-0.3750781352239118,0.1336673551580738,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.1676028,-0.3750781352239178,0.13366735515807943,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.188135,-0.3750781352239201,0.13366735515808176,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.205692,-0.37507813522392097,0.13366735515808256,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.226701,-0.3750781352239086,0.13366735515807132,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.2456877,-0.37507813522391,0.13366735515807263,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.2671025,-0.37507813522391104,0.13366735515807354,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.2835243,-0.3750781352239166,0.1336673551580786,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.3061771,-0.3750781352239144,0.1336673551580767,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.3259504,-0.3750781352239171,0.13366735515807918,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.346985,-0.37507813522391914,0.1336673551580811,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.3660038,-0.37507813522392014,0.13366735515808204,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.3871996,-0.37507813522392,0.13366735515808173,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.4046667,-0.37507813522392086,0.13366735515808262,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.426294,-0.3750781352239176,0.13366735515807945,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.4471695,-0.3750781352239194,0.1336673551580812,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.4650216,-0.3750781352239189,0.13366735515808056,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.4867418,-0.3750781352239189,0.13366735515808087,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.5076752,-0.37507813522392125,0.13366735515808295,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.526812,-0.3750781352239276,0.13366735515808872,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.5475092,-0.37507813522392225,0.133667355158084,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.5660553,-0.3750781352239238,0.13366735515808542,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.5861554,-0.3750781352239262,0.13366735515808761,0.0,0.0,0.0,-0.36008850210726984,0.9329181478833729
1751119036.607589,-0.375078135223932,0.13366735515809297,0.0,0.0,0.0,-0.36005933711468047,0.9329294044870367
1751119036.6270492,-0.3750781352239342,0.13366735515809472,0.0,0.0,0.0,-0.36002387819607634,0.9329430889012774
1751119036.647711,-0.3750781352239369,0.13366735515809705,0.0,0.0,0.0,-0.36003199364984784,0.9329399570971949
1751119036.6673894,-0.3750781352239388,0.13366735515809897,0.0,0.0,0.0,-0.3600499220471451,0.9329330381296638
1751119036.6870768,-0.3750781352239402,0.13366735515810008,0.0,0.0,0.0,-0.3600627426406712,0.9329280901345386
1751119036.7075026,-0.3750781352239399,0.1336673551581002,0.0,0.0,0.0,-0.36006274612633904,0.9329280887892483
1751119036.7267025,-0.3750781352239421,0.13366735515810219,0.0,0.0,0.0,-0.36006274612633904,0.9329280887892483
1751119036.7476873,-0.37507813522394456,0.13366735515810432,0.0,0.0,0.0,-0.36007604538267723,0.9329229558444643
1751119036.76787,-0.3750781352239467,0.13366735515810632,0.0,0.0,0.0,-0.360094432944489,0.93291585867236
1751119036.7870495,-0.3750781352239484,0.1336673551581078,0.0,0.0,0.0,-0.3601351889730518,0.932900126306854
1751119036.8077798,-0.37507813522395045,0.13366735515810982,0.0,0.0,0.0,-0.3602484960025223,0.9328563775458261
1751119036.8256118,-0.3750781352239514,0.1336673551581109,0.0,0.0,0.0,-0.3603459630006959,0.9328187320959529
1751119036.8469043,-0.3750781352239504,0.13366735515811015,0.0,0.0,0.0,-0.3606572508974404,0.9326984225220394
1751119036.8658519,-0.37507813522395117,0.13366735515811093,0.0,0.0,0.0,-0.3610368966708757,0.9325515316819031
1751119036.8871107,-0.375078135223954,0.13366735515811334,0.0,0.0,0.0,-0.36154368249577645,0.9323551714059365
1751119036.9072523,-0.37507813522395317,0.13366735515811282,0.0,0.0,0.0,-0.3621854728824808,0.9321060472032642
1751119036.9274676,-0.3750781352239529,0.1336673551581125,0.0,0.0,0.0,-0.36282942298295384,0.9318555734757703
1751119036.9477873,-0.3750781352239547,0.13366735515811443,0.0,0.0,0.0,-0.3636294811856365,0.9315436653279677
1751119036.967546,-0.3753890041388627,0.13395390781995126,0.0,0.0,0.0,-0.36467178574983294,0.9311361278986161
1751119036.987274,-0.3758642216530598,0.13439397039631706,0.0,0.0,0.0,-0.36586717043010125,0.9306670798956366
1751119037.0070982,-0.37677483657900707,0.1352425288304595,0.0,0.0,0.0,-0.3675421334374511,0.9300068710220624
1751119037.02817,-0.37800003925351466,0.13639344274417553,0.0,0.0,0.0,-0.3693212675499224,0.9293017816271089
1751119037.0476222,-0.3799015456972091,0.13819545356571938,0.0,0.0,0.0,-0.3714451687068504,0.9284548920891846
1751119037.067332,-0.38343708456229075,0.1415759864100028,0.0,0.0,0.0,-0.37371365700873255,0.9275441243224817
1751119037.08803,-0.3874927277827871,0.14549429806578834,0.0,0.0,0.0,-0.3763180290983738,0.9264905509369836
